,ATC,tensor
186,42830,"-0.09329663217067719, 0.06353487819433212, 0.17984677851200104, 0.11180268973112106, -0.5489104986190796, 0.12001030147075653, 0.024815941229462624, 0.2366117388010025, 0.11970895528793335, -0.08199018239974976, 0.2625035047531128, 0.015730980783700943, 0.18369492888450623, 0.29311639070510864, 0.1327270120382309, -0.060472968965768814, 0.077833391726017, -0.010864971205592155, 0.06300510466098785, -0.046287257224321365, -0.1347118318080902, -0.30633485317230225, 0.059623923152685165, 0.037294089794158936, 0.050813544541597366, -0.023848779499530792, 0.0800456702709198, -0.5481180548667908, -0.3457145690917969, 0.12794826924800873, -0.02505633607506752, 0.02183675207197666, 0.026056040078401566, -0.0672440156340599, -0.0491497702896595, 0.03329000994563103, 0.05719577521085739, 0.07531030476093292, -0.1137595921754837, -0.14445354044437408, 0.1455230563879013, -0.10903281718492508, -0.4264356791973114, 0.2125573307275772, 0.023245038464665413, 0.06277379393577576, -0.10974232107400894, 0.0679161474108696, -0.18666362762451172, 0.26198771595954895, -0.025243911892175674, 0.007642076350748539, -0.05854928120970726, 0.011996576562523842, 0.03217745199799538, -0.15636907517910004, -0.1020994484424591, 0.10830797255039215, 0.13650433719158173, 0.19567999243736267, -0.08407724648714066, -0.1269959807395935, 0.15789030492305756, 0.039360832422971725]"
187,42831,"-0.1618501842021942, 0.07588577270507812, 0.378171443939209, -0.014892441220581532, -0.4901920258998871, 0.13738812506198883, 0.05696484073996544, 0.12382172048091888, 0.07363380491733551, -0.04076315090060234, 0.08506464958190918, -0.04005645588040352, 0.05443883314728737, -0.0202350951731205, 0.051359668374061584, 0.0996895357966423, -0.08276847004890442, 0.029088960960507393, -0.03234674036502838, -0.24560706317424774, 0.01312424335628748, -0.257000207901001, 0.15199534595012665, 0.06442539393901825, 0.03935842961072922, 0.006717226002365351, 0.010415413416922092, -0.3775227665901184, -0.2960202693939209, 0.07533180713653564, -0.16614072024822235, 0.23594573140144348, 0.03830420970916748, -0.08862555772066116, 0.002468944527208805, 0.039942946285009384, -0.04019833728671074, -0.30931556224823, -0.18235717713832855, 0.029081329703330994, 0.15463942289352417, -0.08663566410541534, -0.3893384635448456, 0.11974330991506577, 0.07021435350179672, -0.13098007440567017, 0.14562641084194183, 0.029927918687462807, -0.34131699800491333, 0.16347238421440125, -0.044958509504795074, 0.02751397155225277, -0.009613502770662308, -0.0014879012014716864, 0.012193984352052212, -0.11854646354913712, 0.01917785219848156, -0.10222111642360687, -0.07100950926542282, 0.2927473187446594, -0.1676965206861496, -0.10899782925844193, 0.18066398799419403, 0.13117441534996033]"
188,42832,"-0.17870889604091644, -0.3897829055786133, 0.3318149447441101, -0.08793695271015167, -0.6144615411758423, 0.2480487823486328, 0.008935362100601196, 0.16338001191616058, 0.0749874860048294, -0.12126253545284271, 0.1809229552745819, -0.049528636038303375, 0.08577951043844223, 0.2434597909450531, 0.2792535126209259, 0.19392570853233337, -0.0749121829867363, -0.09322007745504379, 0.011734124273061752, -0.28785932064056396, 0.008114544674754143, -0.23381119966506958, 0.0878310278058052, 0.1258467435836792, 0.003249179571866989, 0.03285350278019905, 0.010663820430636406, -0.6374592781066895, -0.14810720086097717, 0.23086890578269958, 0.002797410823404789, 0.21801628172397614, 0.08256962895393372, -0.057717084884643555, 0.2737833857536316, 0.2305874526500702, 0.0008012414909899235, 0.016525447368621826, -0.22478395700454712, -0.045262277126312256, 0.15232092142105103, -0.2067025601863861, -0.26738524436950684, 0.27376788854599, -0.06361424922943115, 0.2286461889743805, 0.08802498131990433, -0.12740865349769592, -0.153405100107193, 0.1521555483341217, -0.027877753600478172, -0.0944562554359436, 0.011904199607670307, 0.15422113239765167, -0.041708804666996, 0.0038551127072423697, -0.02364315837621689, -0.012235264293849468, -0.09735264629125595, 0.22137930989265442, -0.21526303887367249, -0.10181043297052383, 0.043510351330041885, 0.09371419250965118]"
189,42833,"-0.1163019984960556, 0.17515744268894196, 0.03373286873102188, 0.06825266778469086, -0.5430088639259338, 0.12461665272712708, 0.13593018054962158, 0.2702305018901825, 0.13788872957229614, -0.04646939039230347, 0.21488337218761444, 0.06133135035634041, 0.16068287193775177, 0.3439481258392334, 0.37641915678977966, 0.09027764201164246, 0.06122884899377823, -0.07961474359035492, -0.0639432743191719, 0.0365699902176857, -0.11401647329330444, -0.2845790982246399, 0.0825979933142662, 0.000597696634940803, 0.03704921528697014, 0.014710655435919762, 0.04378265142440796, -0.6392968893051147, -0.2834866940975189, 0.12154536694288254, -0.09185542911291122, 0.07047728449106216, 0.09672868251800537, 0.031767893582582474, 0.12237298488616943, -0.03345950320363045, -0.04064963385462761, -0.026774758473038673, -0.29351311922073364, 0.0054128533229231834, 0.17501795291900635, -0.16211123764514923, 0.06210901588201523, 0.08299475163221359, -0.0948571190237999, -0.010056952014565468, 0.056411005556583405, -0.07864812016487122, -0.269161581993103, 0.1896255910396576, -0.2886919677257538, 0.1873416304588318, -0.033709749579429626, -0.021957671269774437, 0.029909078031778336, 0.06242700293660164, -0.010588640347123146, -0.005605406127870083, -0.17231595516204834, 0.18680022656917572, -0.11839796602725983, -0.08219237625598907, 0.16099603474140167, 0.06395159661769867]"
190,42840,"-0.16558711230754852, 0.0592774972319603, 0.3267769515514374, -0.05008379742503166, -0.43969401717185974, 0.008916703052818775, -0.1453690230846405, 0.2054988145828247, 0.06926222890615463, -0.051293328404426575, 0.27382123470306396, -0.03706815466284752, 0.08769817650318146, 0.1671043336391449, 0.3446737229824066, 0.20548179745674133, 0.06636321544647217, -0.09597423672676086, -0.015539170242846012, -0.1190747395157814, -0.13447369635105133, -0.32360130548477173, 0.09194014221429825, -0.04197327047586441, 0.033564839512109756, 0.024182600900530815, -0.011640980839729309, -0.6319974660873413, -0.020962923765182495, 0.23505519330501556, -0.08719149976968765, -0.019399043172597885, 0.07968480885028839, -0.08428588509559631, 0.06683579832315445, 0.016725128516554832, -0.09065710008144379, -0.034378986805677414, -0.18181954324245453, -0.01673041097819805, 0.17317183315753937, -0.10313763469457626, -0.39209625124931335, 0.2843131422996521, -0.10252490639686584, 0.09160032868385315, -0.012957490049302578, -0.03154336288571358, -0.2791365683078766, 0.10386359691619873, 0.02910608984529972, 0.04084721580147743, -0.10038989037275314, 0.0287631843239069, -0.03275013715028763, -0.13670645654201508, 0.00826474279165268, -0.04024694114923477, 0.017229797318577766, 0.1969062238931656, -0.14748762547969818, -0.11105363070964813, 0.055522531270980835, 0.008591637946665287]"
191,42841,"-0.022699158638715744, 0.0712660476565361, 0.23380041122436523, 0.023241743445396423, -0.5877271890640259, 0.23507027328014374, 0.1536702662706375, 0.1809276044368744, 0.14309221506118774, -0.08885490894317627, 0.21248427033424377, -0.041971080005168915, 0.14057306945323944, 0.03291134163737297, -0.0919676423072815, -0.03369029238820076, -0.04905737191438675, 0.050379879772663116, -0.02473095804452896, 0.023729613050818443, -0.2536986470222473, -0.1511201560497284, 0.03151485323905945, 0.0402291864156723, 0.00679036695510149, 0.0022200976964086294, 0.07022407650947571, -0.5608224868774414, -0.22803999483585358, 0.3105403780937195, 0.0311024971306324, 0.0838986486196518, -0.002295795362442732, -0.01264837197959423, -0.02643677219748497, 0.026703184470534325, 0.002946180757135153, -0.1916574090719223, -0.3452845811843872, 0.13294394314289093, 0.18867003917694092, -0.11365946382284164, -0.37162521481513977, -0.030370566993951797, -0.20775164663791656, -0.021178411319851875, -0.010570387355983257, 0.0037908763624727726, -0.39263349771499634, 0.3027169704437256, -0.01810998097062111, 0.02754400670528412, -0.10123883932828903, 0.017224472016096115, 0.0060442411340773106, 0.0003947301593143493, 0.017498062923550606, -0.04991617798805237, -0.04986824095249176, 0.29856735467910767, -0.06883033365011215, -0.07748497277498245, 0.09083962440490723, 0.13143131136894226]"
192,42842,"-0.044088490307331085, -0.07348360121250153, 0.28838828206062317, -0.06263290345668793, -0.5612825155258179, 0.14954081177711487, 0.13525883853435516, 0.29517850279808044, 0.07626233994960785, -0.030907372012734413, 0.2663991153240204, 0.010364942252635956, 0.19531360268592834, 0.3102462887763977, 0.2475464642047882, 0.22615946829319, 0.1364845633506775, -0.05431633070111275, 0.012047072872519493, -0.17600999772548676, -0.11247264593839645, -0.3919609487056732, 0.0640052780508995, 0.09370963275432587, -0.04628150165081024, 0.035605546087026596, -0.0639089047908783, -0.5547613501548767, -0.36762529611587524, 0.5370245575904846, -0.23819789290428162, 0.2002720832824707, 0.06095544993877411, 0.050657883286476135, -0.03735215216875076, -0.02529282122850418, -0.02144407480955124, 0.03217329829931259, 0.06420264393091202, 0.025306740775704384, 0.0888417661190033, -0.15491695702075958, -0.022190606221556664, -0.20171189308166504, -0.11676479876041412, 0.07857035100460052, 0.0868690237402916, -0.11090467870235443, -0.12414951622486115, 0.21836993098258972, 0.03747181594371796, 0.017278345301747322, -0.11140207946300507, 0.002891500247642398, -0.004546865820884705, 0.014488277956843376, 0.00985143892467022, -0.034703437238931656, 0.026751594617962837, 0.17896054685115814, -0.14105375111103058, -0.10899604111909866, 0.1327357143163681, 0.06722825020551682]"
193,42843,"-0.2013523280620575, -0.08430982381105423, 0.3048250377178192, -0.05240558087825775, -0.529407799243927, 0.19255436956882477, 0.14940814673900604, 0.2643362581729889, 0.1971493363380432, -0.12181738764047623, 0.2809234857559204, -0.07281370460987091, 0.1310749500989914, 0.20731699466705322, 0.2657637298107147, 0.2094377726316452, 0.08579900115728378, -0.32123154401779175, -0.27788349986076355, -0.18703117966651917, -0.1159902811050415, -0.043998900800943375, 0.013678289949893951, 0.03199699893593788, 0.01686711423099041, 0.043368808925151825, -0.18184946477413177, -0.7590747475624084, -0.17615889012813568, 0.029418500140309334, -0.1205955222249031, -0.1360635608434677, 0.1325455904006958, 0.284851998090744, -0.2234693318605423, 0.015179815702140331, -0.004648282192647457, -0.058747824281454086, -0.308567076921463, 0.1158449724316597, 0.25512439012527466, -0.11620120704174042, 0.0007616199436597526, -0.2174389660358429, -0.10971476882696152, 0.09112603962421417, 0.05808583274483681, -0.029942499473690987, -0.40808355808258057, 0.22097541391849518, -0.048500075936317444, -0.026992861181497574, -0.12435037642717361, -0.024590209126472473, 0.01336828712373972, -0.11569127440452576, 0.0411955863237381, 0.08742331713438034, 0.1525985151529312, 0.28331243991851807, -0.1636502742767334, -0.008721722289919853, 0.18523123860359192, 0.12456735968589783]"
195,60001,"0.22455181181430817, 0.2483454793691635, -0.06418110430240631, 0.03076157160103321, -0.045762088149785995, -0.0864933654665947, 0.013668937608599663, 0.07008728384971619, -0.44985431432724, 0.30883973836898804, -0.029945481568574905, -0.0001810959365684539, -0.10169609636068344, 0.06804215908050537, 0.037220750004053116, -0.04200345277786255, 0.01902838423848152, -0.030119916424155235, 0.1970556229352951, 0.2256554663181305, 0.3350984752178192, 0.16003921627998352, -0.13528680801391602, 0.08618946373462677, 0.25385400652885437, 0.6725298762321472, -0.07374940067529678, 0.19505620002746582, -0.07994232326745987, 0.06133921071887016, -0.011527493596076965, -0.008643276989459991, -0.06374190747737885, 0.05139448866248131, -0.04713809862732887, -0.09464667737483978, 0.061575330793857574, 0.07581187039613724, 0.23724138736724854, 0.04787498340010643, 0.32972097396850586, -0.14541830122470856, -0.11410973966121674, -0.2712302803993225, 0.09378219395875931, 0.3264623284339905, -0.14022782444953918, -0.008859846740961075, -0.07385701686143875, -0.06573297828435898, -0.06522388011217117, -0.03383658826351166, 0.7860067486763, 0.09661603718996048, 0.4298720359802246, -0.043478645384311676, -0.04191107302904129, 0.007605140563100576, 0.06801965087652206, 0.10707884281873703, 0.047750189900398254, 0.016301196068525314, 0.2460363805294037, -0.05782800540328026]"
198,60020,"0.08388715237379074, -0.142068549990654, 0.028545867651700974, 0.11188921332359314, 0.20068514347076416, 0.07592856138944626, 0.1358007937669754, 0.6598827242851257, -0.3703658878803253, 0.08445201069116592, -0.06851736456155777, -0.3160145878791809, -0.06795535236597061, 0.07567624002695084, -0.3708015978336334, -0.10790777951478958, 0.04300845414400101, -0.04936207830905914, -0.038641899824142456, -0.0249096117913723, 0.5498546957969666, 0.3352591097354889, 0.168333500623703, 0.19342109560966492, 0.37273338437080383, 0.2280670404434204, -0.05022463575005531, 0.08654039353132248, 0.06810282170772552, -0.008483007550239563, -0.05925383418798447, 0.036443907767534256, 0.020426427945494652, 0.18620675802230835, -0.060168735682964325, -0.033156417310237885, -0.11754728108644485, -0.016678975895047188, -0.05488627776503563, 0.3316507041454315, 0.6818758249282837, -0.5056111216545105, -0.17642682790756226, -0.09543545544147491, 0.059289246797561646, 0.011104523204267025, -0.1577146351337433, 0.13060957193374634, -0.1122974380850792, -0.18783800303936005, -0.24470394849777222, -0.2982037663459778, 0.5274931192398071, -0.04144071042537689, 0.22076952457427979, 0.0752638578414917, -0.013705873861908913, -0.15472908318042755, -0.0842219889163971, 0.08247046917676926, 0.34672561287879944, 0.49941813945770264, -0.051144376397132874, -0.7382785677909851]"
199,60021,"0.344495564699173, 0.16653607785701752, 0.014707677997648716, -0.17617040872573853, -0.046585921198129654, -0.10155925899744034, 0.3087969124317169, -0.06327749788761139, 0.272775262594223, 0.4538281261920929, 0.4072328805923462, 0.08545652031898499, -0.21894383430480957, 0.03304734081029892, 0.3886960744857788, 0.05437575280666351, -0.11301334947347641, -0.27878057956695557, 0.2727523148059845, 0.1702328771352768, 0.5390596985816956, 0.2645052671432495, -0.1648809313774109, -0.04925946518778801, -0.015173695050179958, -0.05515506491065025, 0.09666947275400162, -0.46161213517189026, -0.1943267583847046, 0.2703379690647125, 0.15424133837223053, 0.06718258559703827, 0.005271323025226593, -0.017292164266109467, -0.28075969219207764, -0.3321112394332886, 0.22323554754257202, 0.10497777909040451, 0.02377471514046192, 0.16204777359962463, 0.28181540966033936, -0.5329697132110596, -0.34151139855384827, -0.40147167444229126, 0.08687152713537216, 0.2596317529678345, 0.0287749245762825, 0.17509615421295166, -0.018606916069984436, -0.08701719343662262, -0.1724756956100464, -0.028553556650877, 0.6865190267562866, 0.35675641894340515, -0.11132155358791351, -0.1781235933303833, 0.21600347757339478, 0.22049540281295776, 0.19035543501377106, -0.04169825091958046, 0.49552226066589355, -0.1323736011981964, 0.1333361119031906, 0.0392337329685688]"
202,79093,"0.28804922103881836, 0.041193313896656036, -0.09362877160310745, 0.08528006076812744, 0.20273013412952423, -0.10536625236272812, -0.03640144318342209, 0.006226179655641317, 0.12759508192539215, -0.062148164957761765, 0.13645373284816742, 0.1588197499513626, -0.031140506267547607, 0.05477852746844292, -0.044822026044130325, -0.049204178154468536, 0.028254950419068336, -0.04966775327920914, 0.19242894649505615, 0.15160326659679413, 0.6255356669425964, 0.26226237416267395, 0.09110184013843536, 0.04694724082946777, -0.043779149651527405, -0.09286733716726303, 0.05822926387190819, -0.16562242805957794, 0.11303497850894928, -0.0587051585316658, -0.09310762584209442, 0.04583771899342537, -0.11305122077465057, -0.0031898440793156624, -0.0147066256031394, 0.006359986029565334, -0.03823499754071236, 0.20538686215877533, -0.11124566942453384, 0.5186190009117126, 0.8426792025566101, -0.547157883644104, -0.24060969054698944, -0.4419827461242676, -0.13623811304569244, 0.3112838566303253, -0.024831131100654602, 0.08259611576795578, -0.14410483837127686, 0.05595292150974274, 0.02941056340932846, -0.18335530161857605, 0.7020570635795593, 0.038832612335681915, 0.1448405385017395, -0.09599277377128601, -0.1505359709262848, 0.05086847022175789, 0.058063723146915436, 0.06591267883777618, 0.14047715067863464, 0.060528796166181564, 0.652673602104187, 0.338728129863739]"
